,Dissections
Cluster91,"Human MTG: 15.96%,  Human Idg: 10.44%,  Human TF: 7.81%,  Human A38: 7.22%,  Human M1C: 5.45%,  Human ITG: 5.38%,  Human TH-TL: 5.19%,  Human A19: 4.86%,  Human Cla: 4.66%,  Human A40: 4.60%,  Human A23: 3.41%,  Human Ig: 2.50%,  Human A5-A7: 2.36%,  Human Pro: 2.36%,  Human BM: 2.36%,  Human V2: 2.23%,  Human Sub: 2.10%,  Human STG: 1.71%,  Human A43: 1.58%,  Human S1C: 1.25%,  Human LEC: 1.18%,  Human A1C: 1.18%,  Human A35-A36: 0.92%,  Human CA1R-CA2R-CA3R: 0.79%,  Human FI: 0.72%,  Human Pir: 0.46%,  Human CA1U-CA2U-CA3U: 0.33%,  Human V1C: 0.26%,  Human CEN: 0.26%,  Human A29-A30: 0.13%,  Human A44-A45: 0.13%,  Human A46: 0.07%,  Human CA2U-CA3U: 0.07%,  Human A13: 0.07%"
Cluster92,"Human MTG: 12.13%,  Human Ig: 8.64%,  Human A1C: 6.89%,  Human TF: 5.71%,  Human Idg: 5.62%,  Human A40: 5.57%,  Human TH-TL: 5.10%,  Human M1C: 4.91%,  Human A43: 4.91%,  Human V2: 4.77%,  Human STG: 4.62%,  Human A5-A7: 4.34%,  Human A19: 3.87%,  Human S1C: 3.73%,  Human ITG: 3.26%,  Human V1C: 3.26%,  Human Pro: 2.88%,  Human A38: 2.22%,  Human Cla: 2.17%,  Human Sub: 1.56%,  Human CA1R-CA2R-CA3R: 0.76%,  Human A35-A36: 0.71%,  Human BM: 0.66%,  Human A13: 0.33%,  Human FI: 0.33%,  Human A23: 0.33%,  Human A44-A45: 0.28%,  Human LEC: 0.14%,  Human CA1U-CA2U-CA3U: 0.14%,  Human Pir: 0.09%,  Human A29-A30: 0.05%,  Human HTHma-HTHtub: 0.05%"
Cluster93,"Human M1C: 28.46%,  Human A23: 15.16%,  Human A29-A30: 9.34%,  Human A44-A45: 8.25%,  Human A46: 7.08%,  Human S1C: 5.14%,  Human A43: 4.15%,  Human A13: 3.61%,  Human Pro: 1.80%,  Human V2: 1.62%,  Human MTG: 1.40%,  Human A32: 1.13%,  Human A5-A7: 1.08%,  Human A40: 0.90%,  Human ACC: 0.86%,  Human TF: 0.77%,  Human ITG: 0.77%,  Human Idg: 0.72%,  Human A25: 0.72%,  Human HTHso: 0.72%,  Human V1C: 0.72%,  Human STG: 0.72%,  Human Ig: 0.68%,  Human Cla: 0.54%,  Human SEP: 0.50%,  Human Sub: 0.50%,  Human A19: 0.45%,  Human Pir: 0.45%,  Human TH-TL: 0.32%,  Human BNST: 0.27%,  Human AON: 0.27%,  Human A14: 0.18%,  Human FI: 0.14%,  Human A35-A36: 0.14%,  Human A38: 0.14%,  Human SI: 0.09%,  Human BM: 0.09%,  Human A1C: 0.05%,  Human LEC: 0.05%,  Human CEN: 0.05%"
Cluster94,"Human MTG: 18.02%,  Human TF: 6.56%,  Human V2: 6.24%,  Human A19: 5.69%,  Human ITG: 5.22%,  Human A38: 5.06%,  Human A1C: 4.52%,  Human A40: 4.48%,  Human Pro: 4.40%,  Human STG: 4.28%,  Human Idg: 3.89%,  Human V1C: 3.77%,  Human Ig: 3.61%,  Human M1C: 3.38%,  Human TH-TL: 3.26%,  Human A5-A7: 3.14%,  Human A23: 2.87%,  Human A43: 1.81%,  Human BM: 1.77%,  Human S1C: 1.65%,  Human CA1R-CA2R-CA3R: 1.41%,  Human Cla: 1.22%,  Human Sub: 1.18%,  Human A35-A36: 0.90%,  Human A29-A30: 0.67%,  Human LEC: 0.27%,  Human CEN: 0.20%,  Human A44-A45: 0.12%,  Human La: 0.08%,  Human FI: 0.08%,  Human Pir: 0.08%,  Human A46: 0.08%,  Human CA2U-CA3U: 0.04%,  Human A32: 0.04%,  Human A13: 0.04%"
Cluster95,"Human A25: 26.70%,  Human ACC: 13.93%,  Human AON: 12.47%,  Human FI: 8.57%,  Human A13: 6.81%,  Human A14: 6.73%,  Human A32: 4.28%,  Human SEP: 4.06%,  Human HTHso: 3.29%,  Human M1C: 3.14%,  Human SI: 2.75%,  Human Idg: 1.84%,  Human A44-A45: 1.53%,  Human A46: 1.22%,  Human Pir: 1.15%,  Human CoA: 0.69%,  Human A23: 0.31%,  Human A29-A30: 0.15%,  Human Cla: 0.15%,  Human BNST: 0.08%,  Human ITG: 0.08%,  Human A43: 0.08%"
Cluster96,"Human A38: 17.52%,  Human Idg: 9.93%,  Human MTG: 9.05%,  Human FI: 7.15%,  Human Cla: 5.69%,  Human LEC: 5.55%,  Human Pir: 5.26%,  Human A40: 3.94%,  Human CEN: 3.94%,  Human A43: 2.92%,  Human AON: 2.63%,  Human A5-A7: 2.48%,  Human A35-A36: 2.48%,  Human TF: 2.34%,  Human M1C: 2.34%,  Human Ig: 2.19%,  Human BM: 2.04%,  Human TH-TL: 1.61%,  Human ITG: 1.31%,  Human A1C: 1.31%,  Human A19: 1.17%,  Human S1C: 1.17%,  Human STG: 1.02%,  Human CA1R-CA2R-CA3R: 0.88%,  Human Sub: 0.73%,  Human La: 0.73%,  Human V2: 0.58%,  Human HTHso: 0.44%,  Human A25: 0.44%,  Human A23: 0.44%,  Human CoA: 0.29%,  Human Pro: 0.29%,  Human CA1U-CA2U-CA3U: 0.15%"
Cluster97,"Human MEC: 52.61%,  Human CA1: 22.65%,  Human CA1U-CA2U-CA3U: 13.94%,  Human Sub: 4.53%,  Human CMN: 1.74%,  Human CA1-2R: 1.39%,  Human TH-TL: 1.39%,  Human SC: 1.05%,  Human CEN: 0.35%,  Human M1C: 0.35%"
Cluster98,"Human FI: 8.10%,  Human MTG: 8.06%,  Human M1C: 5.90%,  Human A25: 5.57%,  Human Cla: 5.39%,  Human ACC: 4.52%,  Human Sub: 3.45%,  Human Idg: 2.97%,  Human SEP: 2.85%,  Human CEN: 2.85%,  Human S1C: 2.73%,  Human A1C: 2.69%,  Human A13: 2.67%,  Human AON: 2.56%,  Human Pir: 2.50%,  Human Ig: 2.20%,  Human CMN: 2.04%,  Human A46: 2.04%,  Human La: 2.02%,  Human A44-A45: 1.86%,  Human A38: 1.80%,  Human A43: 1.80%,  Human SI: 1.72%,  Human TH-TL: 1.72%,  Human A5-A7: 1.62%,  Human STG: 1.49%,  Human CA1R-CA2R-CA3R: 1.49%,  Human A23: 1.47%,  Human TF: 1.39%,  Human A40: 1.35%,  Human Pro: 1.29%,  Human A19: 1.27%,  Human ITG: 1.23%,  Human A14: 1.15%,  Human A29-A30: 1.09%,  Human V1C: 0.89%,  Human V2: 0.65%,  Human A35-A36: 0.55%,  Human BM: 0.48%,  Human HTHso: 0.44%,  Human A32: 0.36%,  Human CA2U-CA3U: 0.32%,  Human CoA: 0.30%,  Human CA1C-CA3C: 0.30%,  Human NAC: 0.22%,  Human LEC: 0.12%,  Human Pu: 0.12%,  Human CA1U-CA2U-CA3U: 0.08%,  Human HTHpo: 0.08%,  Human SC: 0.06%,  Human BNST: 0.04%,  Human CA1-2R: 0.04%,  Human RN: 0.04%,  Human BL: 0.02%,  Human IC: 0.02%,  Human MEC: 0.02%"
Cluster99,"Human FI: 11.26%,  Human ACC: 10.29%,  Human Cla: 8.03%,  Human MTG: 7.98%,  Human A25: 5.36%,  Human M1C: 4.52%,  Human Idg: 3.48%,  Human A13: 3.46%,  Human S1C: 3.01%,  Human A46: 2.71%,  Human Sub: 2.67%,  Human A1C: 2.35%,  Human Ig: 2.31%,  Human A23: 2.28%,  Human A5-A7: 2.19%,  Human A44-A45: 1.97%,  Human A43: 1.70%,  Human SEP: 1.67%,  Human CA1R-CA2R-CA3R: 1.56%,  Human AON: 1.56%,  Human Pro: 1.45%,  Human A19: 1.40%,  Human A29-A30: 1.31%,  Human CA1C-CA3C: 1.27%,  Human V1C: 1.24%,  Human A14: 1.20%,  Human TH-TL: 1.02%,  Human CMN: 0.97%,  Human STG: 0.97%,  Human A32: 0.88%,  Human A40: 0.81%,  Human A38: 0.81%,  Human TF: 0.77%,  Human ITG: 0.77%,  Human SI: 0.72%,  Human CA2U-CA3U: 0.68%,  Human Pu: 0.66%,  Human V2: 0.57%,  Human CEN: 0.45%,  Human CA1U-CA2U-CA3U: 0.29%,  Human Pir: 0.27%,  Human BM: 0.25%,  Human HTHso: 0.20%,  Human CoA: 0.18%,  Human La: 0.14%,  Human NAC: 0.11%,  Human HTHpo: 0.07%,  Human A35-A36: 0.07%,  Human RN: 0.02%,  Human BNST: 0.02%,  Human CA1-2R: 0.02%"
Cluster100,"Human AON: 9.57%,  Human CMN: 9.18%,  Human CEN: 7.73%,  Human M1C: 7.63%,  Human FI: 6.86%,  Human Pir: 6.78%,  Human La: 5.43%,  Human ACC: 4.24%,  Human CoA: 3.84%,  Human Cla: 3.24%,  Human MTG: 2.67%,  Human HTHso: 2.45%,  Human A23: 1.88%,  Human S1C: 1.76%,  Human A35-A36: 1.55%,  Human Ig: 1.55%,  Human A25: 1.53%,  Human Idg: 1.49%,  Human A1C: 1.20%,  Human A13: 1.20%,  Human TH-TL: 1.16%,  Human A5-A7: 1.12%,  Human Pu: 1.08%,  Human A38: 1.04%,  Human A43: 1.02%,  Human SEP: 1.00%,  Human LEC: 1.00%,  Human Sub: 0.98%,  Human TF: 0.92%,  Human Pro: 0.90%,  Human A44-A45: 0.82%,  Human A19: 0.67%,  Human V2: 0.61%,  Human STG: 0.61%,  Human A29-A30: 0.61%,  Human BL: 0.59%,  Human V1C: 0.53%,  Human A46: 0.51%,  Human SI: 0.45%,  Human ITG: 0.45%,  Human A40: 0.43%,  Human A14: 0.39%,  Human CA1R-CA2R-CA3R: 0.33%,  Human A32: 0.22%,  Human BM: 0.20%,  Human CA1U-CA2U-CA3U: 0.14%,  Human CA2U-CA3U: 0.12%,  Human NAC: 0.10%,  Human MEC: 0.06%,  Human BNST: 0.06%,  Human CA1-2R: 0.04%,  Human CA1C-CA3C: 0.02%"
Cluster101,"Human MEC: 48.55%,  Human Sub: 17.60%,  Human LEC: 16.32%,  Human CA1U-CA2U-CA3U: 10.53%,  Human BM: 2.02%,  Human BL: 1.82%,  Human CA1: 1.35%,  Human CMN: 0.84%,  Human M1C: 0.54%,  Human La: 0.17%,  Human TH-TL: 0.10%,  Human A35-A36: 0.07%,  Human A38: 0.03%,  Human MN: 0.03%,  Human CA2U-CA3U: 0.03%"
Cluster102,"Human La: 17.97%,  Human BL: 17.03%,  Human LEC: 16.41%,  Human CEN: 15.52%,  Human BM: 9.17%,  Human Pir: 7.14%,  Human CMN: 6.88%,  Human A35-A36: 3.28%,  Human Sub: 2.55%,  Human CA1U-CA2U-CA3U: 1.20%,  Human MEC: 1.04%,  Human M1C: 0.42%,  Human A38: 0.42%,  Human Cla: 0.31%,  Human CA1: 0.31%,  Human CA2U-CA3U: 0.16%,  Human FI: 0.10%,  Human Idg: 0.05%,  Human MTG: 0.05%"
Cluster103,"Human MEC: 45.43%,  Human LEC: 14.75%,  Human CA1U-CA2U-CA3U: 11.28%,  Human Sub: 10.49%,  Human BL: 4.10%,  Human CMN: 3.79%,  Human CA1: 3.47%,  Human BM: 2.44%,  Human La: 1.66%,  Human Pir: 0.87%,  Human M1C: 0.55%,  Human CA1-2R: 0.55%,  Human A35-A36: 0.39%,  Human CEN: 0.16%,  Human HTHma: 0.08%"
Cluster104,"Human MEC: 31.27%,  Human CA1U-CA2U-CA3U: 12.21%,  Human Sub: 10.69%,  Human LEC: 9.63%,  Human CEN: 5.98%,  Human La: 3.90%,  Human CMN: 3.50%,  Human CA2U-CA3U: 3.40%,  Human CA1: 3.14%,  Human BL: 2.84%,  Human CA1-2R: 1.98%,  Human BM: 1.93%,  Human TH-TL: 1.77%,  Human Pir: 1.72%,  Human CA1R-CA2R-CA3R: 1.57%,  Human CA1C-CA3C: 1.52%,  Human A35-A36: 1.27%,  Human TF: 0.71%,  Human A38: 0.51%,  Human MTG: 0.10%,  Human CA4C-DGC: 0.05%,  Human DGR-CA4Rpy: 0.05%,  Human M1C: 0.05%,  Human V1C: 0.05%,  Human A1C: 0.05%,  Human SC: 0.05%,  Human STH: 0.05%"
Cluster105,"Human A25: 11.52%,  Human ACC: 11.03%,  Human FI: 10.17%,  Human Idg: 7.82%,  Human TH-TL: 6.91%,  Human A38: 5.81%,  Human Sub: 4.85%,  Human M1C: 4.19%,  Human Cla: 3.63%,  Human Ig: 3.47%,  Human TF: 3.30%,  Human SEP: 3.09%,  Human AON: 3.02%,  Human MTG: 2.90%,  Human A14: 2.62%,  Human SI: 1.64%,  Human Pro: 1.57%,  Human A32: 1.50%,  Human BM: 1.45%,  Human CA1R-CA2R-CA3R: 1.26%,  Human A13: 1.12%,  Human CA2U-CA3U: 0.89%,  Human CEN: 0.84%,  Human A35-A36: 0.82%,  Human LEC: 0.80%,  Human La: 0.70%,  Human HTHso: 0.68%,  Human Pir: 0.47%,  Human A1C: 0.42%,  Human MEC: 0.19%,  Human ITG: 0.16%,  Human A43: 0.16%,  Human CA1C-CA3C: 0.12%,  Human CMN: 0.12%,  Human CA1U-CA2U-CA3U: 0.12%,  Human A46: 0.12%,  Human A44-A45: 0.12%,  Human CoA: 0.09%,  Human A40: 0.09%,  Human STG: 0.07%,  Human A23: 0.05%,  Human A29-A30: 0.02%,  Human A5-A7: 0.02%,  Human SC: 0.02%"
Cluster106,"Human M1C: 20.58%,  Human MTG: 8.76%,  Human A23: 6.80%,  Human S1C: 6.26%,  Human A44-A45: 5.38%,  Human A46: 4.90%,  Human A13: 4.28%,  Human A1C: 4.14%,  Human A43: 3.97%,  Human Ig: 3.85%,  Human A29-A30: 3.58%,  Human A5-A7: 3.15%,  Human Pro: 2.90%,  Human STG: 2.80%,  Human A19: 2.44%,  Human V2: 2.39%,  Human A25: 2.27%,  Human A40: 2.15%,  Human V1C: 2.08%,  Human A14: 1.24%,  Human ITG: 1.13%,  Human A32: 0.76%,  Human TF: 0.62%,  Human AON: 0.59%,  Human FI: 0.47%,  Human Idg: 0.44%,  Human Pir: 0.44%,  Human ACC: 0.34%,  Human Cla: 0.30%,  Human Sub: 0.28%,  Human CA1R-CA2R-CA3R: 0.25%,  Human TH-TL: 0.15%,  Human A38: 0.07%,  Human CA1C-CA3C: 0.06%,  Human SEP: 0.05%,  Human PTR: 0.02%,  Human SC: 0.02%,  Human BM: 0.02%,  Human SN: 0.01%,  Human LP: 0.01%,  Human CM-Pf: 0.01%,  Human RN: 0.01%,  Human A35-A36: 0.01%"
Cluster107,"Human V1C: 68.84%,  Human M1C: 9.82%,  Human Pro: 9.22%,  Human A1C: 8.72%,  Human V2: 2.10%,  Human Ig: 0.70%,  Human S1C: 0.50%,  Human A13: 0.10%"
Cluster108,"Human M1C: 19.44%,  Human A29-A30: 16.64%,  Human A44-A45: 5.64%,  Human A13: 5.25%,  Human A46: 4.70%,  Human S1C: 4.08%,  Human A23: 3.96%,  Human ACC: 3.68%,  Human FI: 3.39%,  Human CA1: 3.38%,  Human A25: 3.37%,  Human A43: 2.44%,  Human A32: 1.78%,  Human A14: 1.59%,  Human AON: 1.51%,  Human MTG: 1.48%,  Human Idg: 1.42%,  Human Sub: 1.37%,  Human SEP: 1.21%,  Human Pir: 1.10%,  Human CA1U-CA2U-CA3U: 0.99%,  Human Pro: 0.95%,  Human A38: 0.78%,  Human Cla: 0.76%,  Human TH-TL: 0.73%,  Human A5-A7: 0.70%,  Human V2: 0.70%,  Human STG: 0.58%,  Human V1C: 0.55%,  Human HTHso: 0.52%,  Human MEC: 0.50%,  Human CMN: 0.49%,  Human Ig: 0.47%,  Human CEN: 0.43%,  Human LEC: 0.39%,  Human A40: 0.35%,  Human A1C: 0.35%,  Human CoA: 0.35%,  Human TF: 0.32%,  Human ITG: 0.27%,  Human A19: 0.26%,  Human La: 0.24%,  Human BM: 0.22%,  Human SI: 0.14%,  Human SC: 0.12%,  Human CA1R-CA2R-CA3R: 0.11%,  Human BL: 0.08%,  Human A35-A36: 0.05%,  Human CA2U-CA3U: 0.05%,  Human BNST: 0.05%,  Human CA1-2R: 0.03%,  Human CA1C-CA3C: 0.01%,  Human CA4C-DGC: 0.01%,  Human NAC: 0.01%,  Human Pu: 0.01%,  Human VA: 0.01%"
Cluster109,"Human M1C: 16.52%,  Human MTG: 9.77%,  Human TH-TL: 5.65%,  Human Ig: 4.56%,  Human A23: 4.49%,  Human A1C: 4.39%,  Human V2: 4.10%,  Human STG: 3.88%,  Human A43: 3.79%,  Human Pro: 3.64%,  Human Idg: 3.64%,  Human S1C: 3.62%,  Human TF: 3.60%,  Human A38: 3.39%,  Human A19: 3.15%,  Human A5-A7: 3.06%,  Human A40: 2.88%,  Human ITG: 2.86%,  Human V1C: 2.49%,  Human Sub: 1.79%,  Human Cla: 1.77%,  Human CA1R-CA2R-CA3R: 0.96%,  Human A13: 0.96%,  Human A29-A30: 0.74%,  Human BM: 0.72%,  Human A44-A45: 0.69%,  Human LEC: 0.50%,  Human CA2U-CA3U: 0.45%,  Human A46: 0.42%,  Human FI: 0.37%,  Human A35-A36: 0.24%,  Human Pir: 0.20%,  Human A25: 0.20%,  Human CA1U-CA2U-CA3U: 0.08%,  Human A32: 0.08%,  Human ACC: 0.08%,  Human AON: 0.07%,  Human CEN: 0.05%,  Human La: 0.04%,  Human Pu: 0.04%,  Human SC: 0.02%,  Human A14: 0.02%,  Human CoA: 0.01%,  Human PAG-DR: 0.01%,  Human SEP: 0.01%,  Human ETH: 0.01%,  Human LG: 0.01%,  Human LP: 0.01%,  Human CA1C-CA3C: 0.01%"
Cluster110,"Human FI: 9.60%,  Human ACC: 9.21%,  Human A38: 7.12%,  Human MTG: 6.68%,  Human Idg: 5.89%,  Human LEC: 5.61%,  Human M1C: 4.75%,  Human A25: 4.43%,  Human Cla: 4.06%,  Human TH-TL: 3.53%,  Human A13: 2.97%,  Human AON: 2.80%,  Human TF: 2.79%,  Human A46: 2.15%,  Human A14: 1.84%,  Human BM: 1.73%,  Human ITG: 1.65%,  Human A1C: 1.54%,  Human SEP: 1.54%,  Human A32: 1.49%,  Human Sub: 1.45%,  Human Ig: 1.43%,  Human A44-A45: 1.35%,  Human A43: 1.30%,  Human CEN: 1.25%,  Human Pir: 1.14%,  Human CoA: 1.05%,  Human STG: 1.00%,  Human La: 0.95%,  Human CA2U-CA3U: 0.82%,  Human A19: 0.80%,  Human A5-A7: 0.77%,  Human CA1R-CA2R-CA3R: 0.76%,  Human Pro: 0.66%,  Human S1C: 0.62%,  Human SI: 0.49%,  Human HTHso: 0.47%,  Human A40: 0.46%,  Human CA1U-CA2U-CA3U: 0.42%,  Human A35-A36: 0.32%,  Human A23: 0.18%,  Human Pu: 0.18%,  Human V2: 0.17%,  Human A29-A30: 0.17%,  Human MEC: 0.14%,  Human V1C: 0.11%,  Human CA1C-CA3C: 0.11%,  Human CA1-2R: 0.02%,  Human ETH: 0.01%,  Human SN: 0.01%,  Human BL: 0.01%,  Human CM-Pf: 0.01%"
Cluster111,"Human CA1: 33.51%,  Human CA1U-CA2U-CA3U: 27.23%,  Human CA2U-CA3U: 9.31%,  Human CA1R-CA2R-CA3R: 6.86%,  Human CMN: 5.76%,  Human CA1-2R: 5.11%,  Human CA1C-CA3C: 5.05%,  Human Sub: 4.98%,  Human M1C: 0.71%,  Human BM: 0.39%,  Human Pro: 0.26%,  Human DGU-CA4Upy: 0.26%,  Human CA4C-DGC: 0.19%,  Human TH-TL: 0.13%,  Human BL: 0.13%,  Human HTHso: 0.06%,  Human TF: 0.06%"
Cluster112,"Human MEC: 56.96%,  Human Sub: 17.60%,  Human CA1U-CA2U-CA3U: 9.71%,  Human LEC: 5.78%,  Human CA1-2R: 3.30%,  Human CA1: 2.98%,  Human TH-TL: 1.03%,  Human M1C: 0.58%,  Human Pro: 0.47%,  Human SC: 0.44%,  Human TF: 0.33%,  Human BL: 0.27%,  Human CMN: 0.17%,  Human BM: 0.11%,  Human CA2U-CA3U: 0.08%,  Human CA1C-CA3C: 0.05%,  Human A35-A36: 0.02%,  Human A29-A30: 0.02%,  Human CA1R-CA2R-CA3R: 0.02%,  Human DGR-CA4Rpy: 0.02%,  Human Pir: 0.02%,  Human GPe: 0.02%,  Human CA4C-DGC: 0.02%,  Human SN: 0.02%"
Cluster113,"Human M1C: 73.33%,  Human S1C: 14.13%,  Human A43: 8.89%,  Human A44-A45: 1.75%,  Human A46: 0.63%,  Human A32: 0.48%,  Human Idg: 0.32%,  Human A23: 0.32%,  Human A5-A7: 0.16%"
Cluster114,"Human M1C: 23.17%,  Human MTG: 16.07%,  Human A23: 9.73%,  Human A44-A45: 7.21%,  Human A29-A30: 6.23%,  Human A43: 6.12%,  Human S1C: 4.37%,  Human A46: 3.50%,  Human A40: 2.84%,  Human ITG: 2.73%,  Human A5-A7: 2.51%,  Human A19: 2.40%,  Human Ig: 2.08%,  Human A1C: 1.53%,  Human STG: 1.31%,  Human TF: 1.20%,  Human Pro: 1.09%,  Human A38: 0.98%,  Human Sub: 0.98%,  Human TH-TL: 0.87%,  Human V2: 0.66%,  Human Idg: 0.66%,  Human A13: 0.55%,  Human CA1R-CA2R-CA3R: 0.22%,  Human A35-A36: 0.22%,  Human Cla: 0.22%,  Human AON: 0.11%,  Human BM: 0.11%,  Human A32: 0.11%,  Human V1C: 0.11%,  Human SEP: 0.11%"
Cluster115,Human M1C: 100.00%
Cluster116,"Human Idg: 23.94%,  Human A38: 12.23%,  Human M1C: 8.28%,  Human Ig: 8.05%,  Human FI: 5.37%,  Human MTG: 5.37%,  Human LEC: 4.33%,  Human A43: 3.80%,  Human TH-TL: 3.36%,  Human Pir: 2.91%,  Human S1C: 2.68%,  Human Cla: 2.61%,  Human TF: 2.16%,  Human STG: 1.86%,  Human A1C: 1.64%,  Human CEN: 1.57%,  Human A35-A36: 1.42%,  Human BM: 1.27%,  Human ITG: 1.04%,  Human A19: 1.04%,  Human V1C: 1.04%,  Human V2: 0.75%,  Human A40: 0.67%,  Human A5-A7: 0.60%,  Human La: 0.45%,  Human Pro: 0.37%,  Human CA1R-CA2R-CA3R: 0.22%,  Human Sub: 0.22%,  Human A23: 0.22%,  Human HTHso: 0.15%,  Human AON: 0.15%,  Human HTHpo: 0.07%,  Human A32: 0.07%,  Human A13: 0.07%"
Cluster117,"Human ACC: 23.58%,  Human FI: 16.35%,  Human AON: 14.01%,  Human A25: 13.94%,  Human HTHso: 7.23%,  Human SEP: 4.60%,  Human A13: 3.80%,  Human A32: 3.47%,  Human SI: 3.24%,  Human A14: 3.20%,  Human Idg: 1.32%,  Human A44-A45: 1.02%,  Human CoA: 1.02%,  Human BNST: 0.90%,  Human Pir: 0.68%,  Human HTHpo: 0.49%,  Human A46: 0.41%,  Human A38: 0.23%,  Human M1C: 0.15%,  Human CEN: 0.11%,  Human MTG: 0.08%,  Human NAC: 0.04%,  Human Ig: 0.04%,  Human Pro: 0.04%,  Human Cla: 0.04%,  Human A43: 0.04%"
Cluster118,"Human Sub: 36.70%,  Human TH-TL: 23.85%,  Human SC: 11.93%,  Human CA1-2R: 11.01%,  Human CA1U-CA2U-CA3U: 7.34%,  Human CA1: 5.50%,  Human Pro: 1.83%,  Human TF: 0.92%,  Human MG: 0.92%"
Cluster119,"Human CA1: 27.38%,  Human CA2U-CA3U: 17.23%,  Human CA1-2R: 16.48%,  Human CA1U-CA2U-CA3U: 15.10%,  Human CA1R-CA2R-CA3R: 11.89%,  Human CA1C-CA3C: 5.80%,  Human Sub: 3.03%,  Human M1C: 1.25%,  Human CMN: 1.13%,  Human DGR-CA4Rpy: 0.32%,  Human BM: 0.18%,  Human BL: 0.16%,  Human DGU-CA4Upy: 0.03%,  Human CA4C-DGC: 0.01%,  Human MTG: 0.01%"
Cluster120,"Human FI: 14.26%,  Human M1C: 13.20%,  Human ACC: 12.62%,  Human A25: 11.75%,  Human A32: 8.63%,  Human A43: 5.43%,  Human HTHso: 4.49%,  Human AON: 4.38%,  Human S1C: 4.25%,  Human A44-A45: 3.75%,  Human A13: 3.46%,  Human A46: 2.80%,  Human Idg: 1.99%,  Human SEP: 1.55%,  Human A23: 1.41%,  Human A14: 1.33%,  Human SI: 1.05%,  Human Pir: 0.67%,  Human CoA: 0.59%,  Human A38: 0.45%,  Human A5-A7: 0.35%,  Human Cla: 0.27%,  Human Ig: 0.21%,  Human BNST: 0.18%,  Human A40: 0.17%,  Human TH-TL: 0.10%,  Human CMN: 0.10%,  Human A29-A30: 0.09%,  Human PAG-DR: 0.06%,  Human Pro: 0.05%,  Human HTHpo: 0.03%,  Human MTG: 0.03%,  Human CEN: 0.03%,  Human STG: 0.03%,  Human MN: 0.02%,  Human HTHpo-HTHso: 0.01%,  Human V2: 0.01%,  Human TF: 0.01%,  Human A1C: 0.01%,  Human PnAN: 0.01%,  Human Pu: 0.01%,  Human A35-A36: 0.01%,  Human BM: 0.01%,  Human Sub: 0.01%,  Human SN: 0.01%,  Human GPi: 0.01%,  Human LEC: 0.01%,  Human A19: 0.01%,  Human LP: 0.01%,  Human La: 0.01%,  Human MEC: 0.01%,  Human SC: 0.01%,  Human Pul: 0.00%,  Human CaB: 0.00%,  Human CA1U-CA2U-CA3U: 0.00%,  Human VLN: 0.00%,  Human ANC: 0.00%,  Human PN: 0.00%,  Human MG: 0.00%,  Human MD: 0.00%,  Human HTHso-HTHtub: 0.00%"
Cluster121,"Human A38: 13.45%,  Human TH-TL: 11.42%,  Human Idg: 9.87%,  Human MTG: 9.63%,  Human TF: 6.92%,  Human A35-A36: 6.48%,  Human LEC: 6.35%,  Human ITG: 4.37%,  Human BM: 3.78%,  Human Ig: 3.75%,  Human Pir: 3.65%,  Human Cla: 2.66%,  Human A1C: 1.81%,  Human A40: 1.79%,  Human A5-A7: 1.55%,  Human STG: 1.52%,  Human A43: 1.48%,  Human Sub: 1.33%,  Human Pro: 1.29%,  Human A23: 1.22%,  Human A19: 1.13%,  Human M1C: 1.00%,  Human FI: 0.55%,  Human A25: 0.39%,  Human S1C: 0.34%,  Human AON: 0.33%,  Human V2: 0.33%,  Human A32: 0.23%,  Human HTHso: 0.17%,  Human ACC: 0.16%,  Human A29-A30: 0.15%,  Human A13: 0.12%,  Human MEC: 0.12%,  Human A14: 0.09%,  Human A46: 0.07%,  Human CEN: 0.07%,  Human V1C: 0.07%,  Human A44-A45: 0.05%,  Human CA1U-CA2U-CA3U: 0.05%,  Human La: 0.05%,  Human SEP: 0.03%,  Human SC: 0.02%,  Human CA1R-CA2R-CA3R: 0.02%,  Human CoA: 0.02%,  Human CMN: 0.01%,  Human PAG-DR: 0.01%,  Human SI: 0.01%,  Human ETH: 0.01%,  Human HTHma: 0.01%,  Human IC: 0.01%,  Human CA1C-CA3C: 0.01%,  Human GPe: 0.01%,  Human CA4C-DGC: 0.01%,  Human MN: 0.01%,  Human LG: 0.01%,  Human PTR: 0.00%,  Human MoSR: 0.00%,  Human CM-Pf: 0.00%,  Human BNST: 0.00%,  Human SpC: 0.00%,  Human MoAN: 0.00%,  Human STH: 0.00%,  Human LP: 0.00%,  Human PAG: 0.00%,  Human HTHpo-HTHso: 0.00%,  Human CA1-2R: 0.00%"
